id_student,highest_education,disability,final_result
111383,Lower Than A Level,N,not completed
113698,Lower Than A Level,N,not completed
113824,Lower Than A Level,Y,not completed
117197,A Level or Equivalent,N,completed
125619,Lower Than A Level,Y,not completed
126337,Lower Than A Level,N,not completed
128929,A Level or Equivalent,N,completed
132123,HE Qualification,N,completed
134982,Lower Than A Level,N,completed
140060,A Level or Equivalent,N,completed
140518,Lower Than A Level,N,not completed
141301,Lower Than A Level,N,not completed
143711,A Level or Equivalent,N,completed
144448,Lower Than A Level,N,completed
146125,Lower Than A Level,N,not completed
146974,A Level or Equivalent,N,completed
153788,No Formal quals,N,not completed
160536,Lower Than A Level,Y,completed
164968,HE Qualification,N,completed
165509,A Level or Equivalent,N,completed
171107,A Level or Equivalent,Y,not completed
173710,HE Qualification,N,completed
173834,HE Qualification,N,completed
174010,Lower Than A Level,N,not completed
176086,Lower Than A Level,N,not completed
188273,A Level or Equivalent,N,completed
189629,A Level or Equivalent,Y,completed
191000,Post Graduate Qualification,N,not completed
195234,Lower Than A Level,N,not completed
197486,HE Qualification,N,completed
197730,HE Qualification,N,not completed
200095,HE Qualification,N,completed
202677,Lower Than A Level,N,completed
205425,A Level or Equivalent,N,completed
227192,Lower Than A Level,N,completed
227811,A Level or Equivalent,N,not completed
231673,HE Qualification,N,not completed
233311,Lower Than A Level,N,completed
233771,A Level or Equivalent,N,completed
234311,A Level or Equivalent,N,completed
238249,A Level or Equivalent,N,not completed
242778,HE Qualification,N,completed
242858,A Level or Equivalent,N,completed
245316,Lower Than A Level,N,not completed
245494,HE Qualification,N,completed
245605,A Level or Equivalent,N,completed
246060,Lower Than A Level,N,completed
248734,A Level or Equivalent,N,not completed
250047,HE Qualification,N,completed
255449,A Level or Equivalent,N,not completed
259662,Lower Than A Level,N,completed
265769,A Level or Equivalent,N,completed
266915,Lower Than A Level,N,not completed
269764,HE Qualification,N,completed
270638,Lower Than A Level,N,completed
275162,HE Qualification,N,not completed
278786,Lower Than A Level,N,not completed
280017,A Level or Equivalent,N,completed
281656,Lower Than A Level,Y,not completed
282585,Lower Than A Level,N,not completed
283133,HE Qualification,N,completed
283811,HE Qualification,N,not completed
286262,Lower Than A Level,Y,not completed
286527,A Level or Equivalent,N,not completed
288282,Lower Than A Level,N,completed
288769,A Level or Equivalent,N,not completed
290382,Lower Than A Level,N,completed
297853,Lower Than A Level,N,completed
300592,A Level or Equivalent,N,completed
305036,Lower Than A Level,N,completed
305783,Lower Than A Level,N,completed
306150,A Level or Equivalent,N,completed
311845,A Level or Equivalent,N,completed
313501,A Level or Equivalent,N,completed
324332,A Level or Equivalent,N,completed
328844,A Level or Equivalent,N,completed
328942,A Level or Equivalent,N,completed
329673,Lower Than A Level,N,completed
330354,Lower Than A Level,N,not completed
330530,A Level or Equivalent,N,not completed
330937,Lower Than A Level,N,not completed
333493,Lower Than A Level,N,completed
333976,A Level or Equivalent,N,not completed
334154,A Level or Equivalent,N,completed
336277,A Level or Equivalent,N,not completed
336402,A Level or Equivalent,N,completed
338894,A Level or Equivalent,N,completed
339353,A Level or Equivalent,N,not completed
339640,A Level or Equivalent,N,completed
339785,Lower Than A Level,N,completed
342962,Lower Than A Level,N,completed
343543,A Level or Equivalent,N,completed
344676,A Level or Equivalent,N,completed
347518,A Level or Equivalent,N,completed
348351,Lower Than A Level,N,completed
348655,Lower Than A Level,N,completed
348708,Lower Than A Level,N,not completed
355205,Lower Than A Level,N,not completed
356568,HE Qualification,N,completed
357493,Lower Than A Level,N,not completed
359590,A Level or Equivalent,Y,not completed
363939,Lower Than A Level,N,completed
365222,HE Qualification,N,completed
365405,A Level or Equivalent,N,not completed
365762,Lower Than A Level,N,not completed
368483,HE Qualification,N,not completed
369119,Lower Than A Level,N,not completed
374192,A Level or Equivalent,Y,completed
374739,A Level or Equivalent,N,completed
378920,Lower Than A Level,N,completed
379528,Lower Than A Level,N,completed
384797,A Level or Equivalent,N,completed
387537,A Level or Equivalent,N,completed
387648,HE Qualification,N,completed
388252,Lower Than A Level,N,not completed
388912,A Level or Equivalent,N,not completed
388923,A Level or Equivalent,N,completed
390029,A Level or Equivalent,N,completed
391466,A Level or Equivalent,N,completed
392250,A Level or Equivalent,N,not completed
392994,Lower Than A Level,N,completed
394060,A Level or Equivalent,N,completed
396631,A Level or Equivalent,N,completed
397149,Lower Than A Level,N,completed
397557,A Level or Equivalent,N,completed
397797,A Level or Equivalent,N,not completed
398877,Lower Than A Level,N,completed
400208,Lower Than A Level,Y,not completed
401011,Lower Than A Level,Y,completed
401296,A Level or Equivalent,N,completed
402808,HE Qualification,N,not completed
404050,Lower Than A Level,N,not completed
404449,HE Qualification,N,completed
406121,Lower Than A Level,N,completed
406549,Lower Than A Level,Y,completed
407453,A Level or Equivalent,N,completed
407876,A Level or Equivalent,N,not completed
411381,A Level or Equivalent,N,not completed
412911,A Level or Equivalent,N,completed
413190,Lower Than A Level,N,not completed
413702,Lower Than A Level,N,not completed
416420,HE Qualification,N,completed
417724,Lower Than A Level,Y,completed
418900,A Level or Equivalent,N,completed
419223,A Level or Equivalent,N,completed
420173,HE Qualification,N,completed
425274,Lower Than A Level,N,completed
425714,Lower Than A Level,N,not completed
427413,HE Qualification,N,completed
431014,A Level or Equivalent,N,not completed
434562,A Level or Equivalent,N,completed
434573,A Level or Equivalent,N,not completed
434759,A Level or Equivalent,N,completed
435277,A Level or Equivalent,N,completed
438283,A Level or Equivalent,Y,not completed
440610,No Formal quals,N,completed
441540,Lower Than A Level,N,completed
441858,A Level or Equivalent,N,completed
442807,Lower Than A Level,N,completed
442937,Lower Than A Level,N,not completed
443181,A Level or Equivalent,N,completed
444403,A Level or Equivalent,N,completed
444925,A Level or Equivalent,N,not completed
445972,Post Graduate Qualification,N,completed
446324,A Level or Equivalent,Y,completed
446397,HE Qualification,N,not completed
465392,HE Qualification,N,completed
465564,Lower Than A Level,N,completed
465619,Lower Than A Level,N,not completed
465777,HE Qualification,N,completed
465845,A Level or Equivalent,Y,not completed
466430,No Formal quals,N,not completed
466961,A Level or Equivalent,N,completed
467302,HE Qualification,N,completed
467363,A Level or Equivalent,N,not completed
468902,Lower Than A Level,N,completed
469113,A Level or Equivalent,N,completed
469281,Lower Than A Level,N,completed
469959,A Level or Equivalent,N,not completed
470002,HE Qualification,N,not completed
470534,Lower Than A Level,N,not completed
470674,A Level or Equivalent,N,not completed
471580,Lower Than A Level,N,completed
472087,HE Qualification,N,completed
472290,A Level or Equivalent,N,completed
472336,A Level or Equivalent,N,completed
472857,A Level or Equivalent,N,completed
473706,Lower Than A Level,N,not completed
473739,Lower Than A Level,N,completed
473943,Lower Than A Level,N,not completed
475370,Lower Than A Level,N,completed
475893,A Level or Equivalent,N,completed
478212,HE Qualification,N,not completed
478435,Lower Than A Level,N,not completed
478562,A Level or Equivalent,N,completed
479753,A Level or Equivalent,Y,completed
480115,A Level or Equivalent,N,completed
481934,Post Graduate Qualification,N,not completed
482012,A Level or Equivalent,N,completed
482406,A Level or Equivalent,N,completed
482726,Post Graduate Qualification,N,completed
483108,A Level or Equivalent,N,completed
483706,Lower Than A Level,N,completed
484361,No Formal quals,N,not completed
485374,A Level or Equivalent,N,completed
485582,HE Qualification,Y,completed
485898,HE Qualification,N,completed
485909,A Level or Equivalent,N,completed
486545,A Level or Equivalent,Y,completed
486964,Lower Than A Level,N,not completed
487588,A Level or Equivalent,N,completed
487621,A Level or Equivalent,N,completed
490081,Lower Than A Level,N,completed
490327,A Level or Equivalent,N,not completed
490768,Lower Than A Level,N,completed
491578,Lower Than A Level,N,completed
491771,HE Qualification,N,completed
493743,A Level or Equivalent,N,not completed
493876,A Level or Equivalent,N,completed
493988,A Level or Equivalent,N,completed
494211,A Level or Equivalent,N,completed
494383,A Level or Equivalent,N,not completed
495887,A Level or Equivalent,N,completed
499400,A Level or Equivalent,N,completed
499881,A Level or Equivalent,N,completed
500189,A Level or Equivalent,N,completed
500779,HE Qualification,N,completed
501918,A Level or Equivalent,N,not completed
501921,A Level or Equivalent,N,completed
502303,A Level or Equivalent,N,not completed
502393,A Level or Equivalent,N,completed
502479,HE Qualification,Y,not completed
502833,Lower Than A Level,N,not completed
503015,HE Qualification,N,not completed
504404,Lower Than A Level,N,completed
504492,HE Qualification,N,completed
505700,Lower Than A Level,N,completed
505722,A Level or Equivalent,N,completed
505727,HE Qualification,N,completed
506504,Lower Than A Level,N,completed
506618,HE Qualification,N,not completed
507300,Lower Than A Level,N,not completed
507375,Lower Than A Level,N,completed
507844,A Level or Equivalent,Y,completed
508244,HE Qualification,N,completed
508829,A Level or Equivalent,N,not completed
509156,A Level or Equivalent,N,not completed
509402,Lower Than A Level,N,not completed
510169,A Level or Equivalent,N,not completed
510401,HE Qualification,N,completed
510460,HE Qualification,N,completed
510694,Lower Than A Level,N,completed
512693,HE Qualification,N,not completed
514040,HE Qualification,N,not completed
515774,A Level or Equivalent,N,completed
515821,A Level or Equivalent,N,not completed
516047,HE Qualification,N,not completed
518805,A Level or Equivalent,N,not completed
518906,Lower Than A Level,N,not completed
519258,Lower Than A Level,N,not completed
519684,HE Qualification,N,completed
520337,A Level or Equivalent,N,not completed
521542,A Level or Equivalent,N,not completed
522484,A Level or Equivalent,N,completed
522994,A Level or Equivalent,N,completed
523169,A Level or Equivalent,N,completed
524631,A Level or Equivalent,N,not completed
525246,Lower Than A Level,N,completed
525703,A Level or Equivalent,N,completed
526051,Lower Than A Level,Y,not completed
526073,A Level or Equivalent,N,completed
528021,Lower Than A Level,N,completed
528083,A Level or Equivalent,N,completed
528961,A Level or Equivalent,N,not completed
529503,Lower Than A Level,N,not completed
529509,A Level or Equivalent,N,not completed
529512,A Level or Equivalent,N,completed
530172,Lower Than A Level,N,not completed
530360,Lower Than A Level,N,not completed
530765,A Level or Equivalent,N,completed
531097,A Level or Equivalent,Y,not completed
532491,A Level or Equivalent,N,completed
533012,A Level or Equivalent,N,not completed
533311,A Level or Equivalent,N,completed
534371,A Level or Equivalent,N,completed
535259,HE Qualification,N,completed
